,Times,Total_S,Total_A,Total_B,Total_P,SA_Flux,AB_Flux,BP_Flux,fs,fa,fb,fp
742,74.10000000000001,0,61.31325536134098,267.4916488304529,126.64964126275163,0.0,5.164691213392202,1.9209108967535091,0.0,1.0,1.0,1.0
743,74.2,0,60.79739119232497,267.8154126977516,126.84174156446898,0.0,5.158641690160087,1.921003017173439,0.0,1.0,1.0,1.0
744,74.3,0,60.282140077826995,268.13855433730595,127.03385103941258,0.0,5.15251114497981,1.921094749436076,0.0,1.0,1.0,1.0
745,74.4,0,59.76751027277774,268.4610655330331,127.22596964873468,0.0,5.1462980504925016,1.9211860932208755,0.0,1.0,1.0,1.0
746,74.5,0,59.253510188448246,268.7829379125455,127.41809735355179,0.0,5.140000843294946,1.9212770481711359,0.0,1.0,1.0,1.0
747,74.60000000000001,0,58.740148396153145,269.1041629434513,127.61023411494112,0.0,5.133617922951027,1.921367613893322,0.0,1.0,1.0,1.0
748,74.7,0,58.227433631055774,269.424731929553,127.80237989393676,0.0,5.127147650973682,1.921457789956369,0.0,1.0,1.0,1.0
749,74.8,0,57.71537479607812,269.74463600694156,127.99453465152585,0.0,5.120588349776516,1.9215475758909641,0.0,1.0,1.0,1.0
750,74.9,0,57.2039809659187,270.0638661399821,128.18669834864474,0.0,5.113938301594175,1.9216369711888064,0.0,1.0,1.0,1.0
751,75.0,0,56.69326139118164,270.382413117189,128.3788709461749,0.0,5.107195747370563,1.9217259753018445,0.0,1.0,1.0,1.0
752,75.10000000000001,0,56.183225502620246,270.70026754698625,128.57105240493905,0.0,5.100358885613993,1.92181458764149,0.0,1.0,1.0,1.0
753,75.2,0,55.67388291549842,271.0174198533503,128.76324268569684,0.0,5.093425871218312,1.9219028075778077,0.0,1.0,1.0,1.0
754,75.3,0,55.16524343407351,271.33386027133133,128.9554417491407,0.0,5.086394814249052,1.921990634438681,0.0,1.0,1.0,1.0
755,75.4,0,54.65731705620415,271.6495788424498,129.1476495558916,0.0,5.0792637786936075,1.9220780675089508,0.0,1.0,1.0,1.0
756,75.5,0,54.1501139780867,271.9645654099643,129.33986606649455,0.0,5.072030781174476,1.9221651060295304,0.0,1.0,1.0,1.0
757,75.60000000000001,0,53.64364459912425,272.27880961400706,129.5320912414142,0.0,5.064693789624511,1.9222517491964903,0.0,1.0,1.0,1.0
758,75.7,0,53.13791952693193,272.59230088658336,129.72432504103023,0.0,5.057250721923213,1.9223379961601188,0.0,1.0,1.0,1.0
759,75.8,0,52.63294958248263,272.90502844643026,129.91656742563262,0.0,5.049699444492995,1.9224238460239496,0.0,1.0,1.0,1.0
760,75.9,0,52.128745805397195,273.21698129373135,130.108818355417,0.0,5.042037770854384,1.9225092978437641,0.0,1.0,1.0,1.0
761,76.0,0,51.625319459383284,273.5281482046826,130.30107779047964,0.0,5.034263460139128,1.9225943506265604,0.0,1.0,1.0,1.0
762,76.10000000000001,0,51.122682037827275,273.83851772590566,130.4933456908126,0.0,5.026374215560124,1.9226790033294923,0.0,1.0,1.0,1.0
763,76.2,0,50.62084526954356,274.1480781687035,130.68562201629845,0.0,5.018367682837158,1.9227632548587752,0.0,1.0,1.0,1.0
764,76.3,0,50.11982112468582,274.4568176031544,130.8779067267053,0.0,5.01024144857735,1.9228471040685604,0.0,1.0,1.0,1.0
765,76.4,0,49.61962182082489,274.7647238520393,131.07019978168128,0.0,5.001993038609302,1.9229305497597726,0.0,1.0,1.0,1.0
766,76.5,0,49.1202598291979,275.0717844845984,131.26250114074918,0.0,4.993619916269878,1.9230135906789148,0.0,1.0,1.0,1.0
767,76.60000000000001,0,48.621747881133636,275.377986810111,131.45481076330086,0.0,4.985119480642614,1.9230962255168356,0.0,1.0,1.0,1.0
768,76.7,0,48.12409897465896,275.68331787129495,131.6471286085916,0.0,4.976489064746738,1.9231784529074591,0.0,1.0,1.0,1.0
769,76.80000000000001,0,47.62732638129138,275.9877644375199,131.83945463573426,0.0,4.967725933675825,1.9232602714264777,0.0,1.0,1.0,1.0
770,76.9,0,47.13144365302287,276.29131299782944,132.03178880369325,0.0,4.958827282685132,1.9233416795900036,0.0,1.0,1.0,1.0
771,77.0,0,46.6364646295002,276.59394975376676,132.22413107127858,0.0,4.949790235226703,1.9234226758531812,0.0,1.0,1.0,1.0
772,77.10000000000001,0,46.14240344540706,276.895660611999,132.41648139713945,0.0,4.9406118409314015,1.923503258608757,0.0,1.0,1.0,1.0
773,77.2,0,45.64927453805336,277.19643117673417,132.608839739758,0.0,4.931289073537009,1.923583426185608,0.0,1.0,1.0,1.0
774,77.30000000000001,0,45.157092655177195,277.49624674192563,132.80120605744273,0.0,4.921818828761701,1.9236631768472223,0.0,1.0,1.0,1.0
775,77.4,0,44.665872862964974,277.79509228325884,132.99358030832175,0.0,4.912197922122202,1.92374250879014,0.0,1.0,1.0,1.0
776,77.5,0,44.175630554295374,278.0929524499142,133.18596245033598,0.0,4.902423086696036,1.9238214201423418,0.0,1.0,1.0,1.0
777,77.60000000000001,0,43.68638145721263,278.38981155610077,133.37835244123212,0.0,4.892490970827421,1.9238999089615942,0.0,1.0,1.0,1.0
778,77.7,0,43.19814164363499,278.685653572355,133.5707502385555,0.0,4.882398135776403,1.923977973233743,0.0,1.0,1.0,1.0
779,77.80000000000001,0,42.710927538303885,278.980462116599,133.7631557996426,0.0,4.872141053311045,1.9240556108709572,0.0,1.0,1.0,1.0
780,77.9,0,42.22475592797963,279.2742204449523,133.9555690816136,0.0,4.861716103242553,1.9241328197099226,0.0,1.0,1.0,1.0
781,78.0,0,41.73964397088928,279.5669114422916,134.14799004136458,0.0,4.851119570903447,1.924209597509979,0.0,1.0,1.0,1.0
782,78.10000000000001,0,41.255609206432375,279.8585176125534,134.3404186355597,0.0,4.84034764456906,1.9242859419512075,0.0,1.0,1.0,1.0
783,78.2,0,40.77266956515009,280.1490210687724,134.53285482062296,0.0,4.829396412822848,1.9243618506324585,0.0,1.0,1.0,1.0
784,78.30000000000001,0,40.290843378963466,280.4384035228521,134.7252985527299,0.0,4.818261861866261,1.9244373210693249,0.0,1.0,1.0,1.0
785,78.4,0,39.810149391686046,280.7266462750603,134.9177497877991,0.0,4.806939872774178,1.9245123506920565,0.0,1.0,1.0,1.0
786,78.5,0,39.33060676981633,281.0137302032457,135.11020848148343,0.0,4.795426218697212,1.9245869368434145,0.0,1.0,1.0,1.0
787,78.60000000000001,0,38.85223511361507,281.2996357517693,135.3026745891611,0.0,4.7837165620125335,1.9246610767764663,0.0,1.0,1.0,1.0
788,78.7,0,38.37505446847255,281.5843429201466,135.49514806592632,0.0,4.771806451425228,1.924734767652317,0.0,1.0,1.0,1.0
789,78.80000000000001,0,37.89908533657029,281.86783125139505,135.6876288665801,0.0,4.759691319022623,1.9248080065377786,0.0,1.0,1.0,1.0
790,78.9,0,37.42434868884184,282.1500798200832,135.8801169456204,0.0,4.747366477284466,1.9248807904029739,0.0,1.0,1.0,1.0
791,79.0,0,36.9508659772366,282.43106722007656,136.07261225723227,0.0,4.734827116052371,1.924953116118876,0.0,1.0,1.0,1.0
792,79.10000000000001,0,36.47865914729036,282.7107715519773,136.26511475527775,0.0,4.722068299462462,1.92502498045478,0.0,1.0,1.0,1.0
793,79.2,0,36.00775065100577,282.9891704102543,136.45762439328533,0.0,4.7090849628458376,1.9250963800757075,0.0,1.0,1.0,1.0
794,79.30000000000001,0,35.53816346004557,283.2662408700605,136.6501411244393,0.0,4.695871909602076,1.925167311539743,0.0,1.0,1.0,1.0
795,79.4,0,35.06992107924038,283.5419594737362,136.84266490156884,0.0,4.6824238080518334,1.9252377712952993,0.0,1.0,1.0,1.0
796,79.5,0,34.60304756041285,283.8163022169959,137.03519567713667,0.0,4.668735188275345,1.9253077556783156,0.0,1.0,1.0,1.0
797,79.60000000000001,0,34.13756751651839,284.08924453479943,137.2277334032276,0.0,4.654800438944611,1.9253772609093809,0.0,1.0,1.0,1.0
798,79.7,0,33.67350613610259,284.36076128690615,137.42027803153667,0.0,4.640613804157986,1.9254462830907904,0.0,1.0,1.0,1.0
799,79.80000000000001,0,33.210889198073886,284.6308267431145,137.612829513357,0.0,4.62616938028703,1.9255148182035267,0.0,1.0,1.0,1.0
800,79.9,0,32.74974308678922,284.8994145681887,137.80538779956743,0.0,4.611461112846655,1.925582862104172,0.0,1.0,1.0,1.0
801,80.0,0,32.29009480744914,285.1664978064766,137.9979528406196,0.0,4.596482793400891,1.9256504105217478,0.0,1.0,1.0,1.0
802,80.10000000000001,0,31.83197200179733,285.432048866223,138.19052458652504,0.0,4.5812280565180625,1.925717459054483,0.0,1.0,1.0,1.0
803,80.2,0,31.37540296411826,285.69603950358544,138.3831029868417,0.0,4.565690376790698,1.9257840031665119,0.0,1.0,1.0,1.0
804,80.30000000000001,0,30.92041665752454,285.9584408063607,138.57568799066013,0.0,4.549863065937184,1.9258500381845032,0.0,1.0,1.0,1.0
805,80.4,0,30.467042730524135,286.21922317743173,138.76827954658955,0.0,4.533739270004059,1.925915559294219,0.0,1.0,1.0,1.0
806,80.5,0,30.015311533855154,286.47835631794703,138.96087760274327,0.0,4.5173119666898165,1.9259805615370087,0.0,1.0,1.0,1.0
807,80.60000000000001,0,29.565254137573824,286.73580921024774,139.15348210672389,0.0,4.500573962813292,1.9260450398062363,0.0,1.0,1.0,1.0
808,80.7,0,29.116902348378616,286.9915501005586,139.34609300560825,0.0,4.483517891952071,1.9261089888436478,0.0,1.0,1.0,1.0
809,80.80000000000001,0,28.670288727150727,287.2455464814629,139.5387102459318,0.0,4.4661362122789106,1.9261724032356757,0.0,1.0,1.0,1.0
810,80.9,0,28.22544660668803,287.4977650741846,139.7313337736728,0.0,4.448421204626964,1.9262352774096918,0.0,1.0,1.0,1.0
811,81.0,0,27.782410109606275,287.74817181070335,139.9239635342358,0.0,4.430364970817576,1.9262976056302048,0.0,1.0,1.0,1.0
812,81.10000000000001,0,27.341214166377508,287.99673181573263,140.11659947243533,0.0,4.41195943228765,1.9263593819950138,0.0,1.0,1.0,1.0
813,81.2,0,26.901894533471797,288.2434093885952,140.30924153247847,0.0,4.39319632905711,1.9264206004313176,0.0,1.0,1.0,1.0
814,81.30000000000001,0,26.464487811563732,288.48816798503407,140.50188965794766,0.0,4.37406721908066,1.9264812546917918,0.0,1.0,1.0,1.0
815,81.4,0,26.02903146376052,288.73097019900223,140.69454379178273,0.0,4.354563478032109,1.9265413383506378,0.0,1.0,1.0,1.0
